gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Total_Services,Customer_Segment,Dist_to_Cluster_0,Dist_to_Cluster_1,Dist_to_Cluster_2,Dist_to_Cluster_3
1,0,1,1,13,1,1,49.95,587.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.5948762834126833,0.5881536376660036,1.3041319666943358,1.842373512073132
1,0,0,0,16,1,0,18.95,326.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,4.356162227821575,0.7135403754866476,2.4386095712155265,1.6811473262881338
1,0,1,0,58,1,0,100.35,5681.1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,0,0.6776224411755027,4.01250621984406,2.588221259641512,3.253274890456125
1,0,0,0,49,1,1,103.7,5036.3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0.6326554323881919,3.979141638624319,2.347312670022662,3.450414128708793
1,0,0,0,25,1,1,105.5,2686.05,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,5,2,1.98917498859745,3.6107746244093835,1.781864041356098,3.7069172986654277
0,0,1,1,69,1,0,113.25,7895.15,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,6,0,1.703623571170343,5.745813735485035,4.185460849714184,4.961830885288433
0,0,0,0,52,1,0,20.65,1022.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,3,3.7860152711690533,1.8858277475490575,2.7166454623772536,0.48901361120622766
1,0,0,1,71,1,0,106.7,7382.25,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,0,1.0964791114284562,5.041995075266968,3.6153964610560263,4.1376733018612155
0,0,1,1,10,1,0,55.2,528.35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2,3.3980237216025837,1.0848813370631842,0.9901889651788586,2.1603195423927404
0,0,0,0,21,1,1,90.05,1862.9,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,2,2.313395556860111,2.418932449831102,0.5379090154324817,2.7447987399918836
1,1,0,0,1,0,1,39.65,39.65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,3.9566955476097103,0.9726223541358466,1.6421459304835542,2.395435781018455
1,0,1,0,12,1,0,19.8,202.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4.438474989948706,0.6376317316668342,2.4389154700508633,1.8416270825411822
1,0,0,0,1,1,0,20.15,20.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.686967022130462,0.6990930894760601,2.535597092986507,2.2792937594602685
0,0,1,0,58,1,1,59.9,3505.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,3,1.7644118102878668,2.7195474440570435,1.976334468670716,1.5451630879961775
1,0,1,1,49,1,0,59.6,2970.3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1.687370292518119,2.5907842201508333,1.609077324654743,1.78126431960867
0,0,0,0,30,1,1,55.3,1530.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.6785753376988173,1.4876167352612362,0.9607426033359077,1.4996799781349324
1,0,1,1,47,1,1,99.35,4749.15,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0.8894200997397468,3.547101844856625,2.0099565510588655,3.0232158079805336
1,0,1,1,1,0,0,30.2,30.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.2862997452170415,0.5605367667571998,2.0326890995690867,2.2513507019628514
1,0,1,0,72,1,1,90.25,6369.45,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,6,0,1.2145837520674438,5.129951145190523,3.6797244829322544,4.224070856461333
0,0,0,1,17,1,1,64.7,1093.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,2.9656659292624994,1.3657881252027462,0.5590435206133203,2.050504546108594
0,1,1,0,71,1,1,96.35,6766.95,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,4,0,0.7601651509338225,4.726527149478354,3.350316796526128,3.7638600917806593
1,1,1,0,2,1,1,95.5,181.65,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,2,3.363067072151485,2.4214049710958747,1.0732211942605243,3.360088036541515
0,0,1,1,27,1,0,66.15,1874.45,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,4,2,2.229072713448005,2.4287290499538274,1.0824090225083653,2.4797607733196614
1,0,0,0,1,1,0,20.2,20.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4.686118069996987,0.6976945499032721,2.53429257709575,2.2790514977145064
1,1,0,0,1,1,0,45.25,45.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.320620042206206,0.45028369368254223,1.950336348435018,2.309865289038686
0,0,1,1,72,1,0,99.9,7251.7,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4,0,0.9824108795059494,4.928369619110976,3.5490191307109114,3.9732197206447606
1,0,0,0,5,1,1,69.7,316.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.9411471784706844,1.0846993134641292,1.5036627608419033,2.4515122087744157
0,0,0,0,46,1,1,74.8,3548.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2.0311053057969897,2.4514776259756594,1.638929331633629,1.7704325020621057
1,0,0,0,34,1,1,106.35,3549.25,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,4,0,1.435301659512326,3.5047136405767194,1.6898205049148365,3.370778187707613
0,0,0,0,11,1,1,97.85,1105.4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,2,2.8319151286449133,2.4954814997951265,0.7737997648319664,3.1469159780742504
1,0,1,1,10,1,0,49.55,475.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3.6951643984671296,0.5457674594976404,1.3546872857812706,1.9591499107331005
0,0,1,1,70,1,1,69.2,4872.35,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,1.061206769881369,3.673711804065726,2.6389925664819356,2.463662799322237
0,0,1,1,17,1,0,20.75,418.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,4.285779388217175,0.682793635867806,2.3799629646090485,1.6190292975793477
0,0,0,0,63,1,1,79.85,4861.45,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,5,0,0.6834486389246606,4.161279083657817,2.7661558295803146,3.2968606859739773
0,0,1,0,13,1,1,76.2,981.45,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,2,2.787181827458668,2.392369063768504,0.9532221322596235,2.943596651622436
0,0,0,0,49,1,1,84.5,3906.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1.874634802032522,2.787646631655655,1.8143578548187247,2.107710938175626
1,0,0,0,2,1,0,49.25,97.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.9837557086866093,0.6038761302598519,1.5341335801057985,2.295859533073153
0,0,0,0,2,1,1,80.65,144.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3.734669572679905,1.4980461057154886,1.1398848619552768,2.7705243714728387
1,0,0,0,52,1,1,79.75,4217.8,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,4,0,0.7378749379910967,3.46618893418194,2.045222021391629,2.7632518108841895
0,0,1,1,69,1,1,64.15,4254.1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,0,1.2574606472742769,3.456097621765418,2.4878547714498898,2.2108420464585365
0,1,0,0,43,1,1,90.25,3838.75,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1.5034175309433486,2.8737195346329734,1.5102452812432896,2.4140001527481263
0,0,0,0,15,1,1,99.1,1426.4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4,2,2.55872708984364,2.904747887985992,1.1117661966926469,3.355689030177647
0,1,1,0,25,1,1,69.5,1752.65,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,2.353941804323307,2.0173312489072446,0.5796693567851893,2.204051601364653
0,1,1,0,8,1,1,80.65,633.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3.448756954270329,1.4790147418017578,0.9127649941360114,2.547116240961031
0,1,1,1,60,1,1,74.85,4456.35,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,5,0,0.8533819916423931,3.9580566707742495,2.596522642346875,3.12699589473428
1,1,0,0,18,1,1,95.45,1752.55,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,2.6195513267470822,2.2485408974852032,0.569282001483142,2.7302148257555263
0,0,1,1,63,1,1,99.65,6311.2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,0,0.76918786735194,4.2732855613486755,2.912699669718865,3.417284400985015
1,1,1,1,66,1,1,108.45,7076.35,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,5,0,1.070413885213208,5.1308625305995985,3.5947762822167184,4.33865654890394
0,0,1,1,34,1,0,24.95,894.3,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,3,3.861523526167328,1.1565603742178467,2.3221874229524864,0.9041370944212004
0,0,0,0,72,1,1,107.5,7853.7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,4,0,1.2912357519823043,5.205462077517352,3.798603953376183,4.292449075902549
0,0,1,0,47,1,1,100.5,4707.1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0.9082308095595983,3.559088401408089,2.009287078134503,3.0440487488810364
1,0,0,0,60,1,1,89.9,5450.7,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1.1353494375575928,3.6548740041995704,2.4802650249849845,2.757200167346862
1,0,1,0,72,0,0,42.1,2962.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,2.114395160869482,3.185017159226865,2.629987672792997,1.7052440121231538
0,0,1,1,18,1,1,54.4,957.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,2,3.100082118614288,1.1665233439679186,0.8901425704645441,1.8548662428282563
0,0,0,0,9,1,0,94.4,857.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,3.1111906874459287,2.1045891712652294,0.6938279073315322,2.9303952327255227
0,0,0,0,3,1,1,75.3,244.1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,4,2,3.3022773354046726,2.3625370319951906,1.223928100735581,3.2177075699660205
1,0,1,0,47,1,1,78.9,3650.35,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1.96909985771882,2.5729085904691624,1.6847731393079761,1.9019393313188864
0,0,0,0,31,1,0,79.2,2497.2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,5,2,1.862901410494065,3.1752381135980006,1.5977065718181827,3.0878607583266953
0,0,1,1,50,1,0,20.15,930.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.8250195725958993,1.8085860081237766,2.69182916233461,0.5352540001227994
1,0,0,0,10,1,1,79.85,887.35,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3.0970665055396087,1.6891795657550626,0.45804522970620065,2.567898345380037
1,0,0,0,1,1,0,49.05,49.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4.0227590961334565,0.6227949552726629,1.5647901355372462,2.3371738625143923
0,0,1,1,52,1,1,20.4,1090.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,3,3.7758765795211975,1.893692159661317,2.7208093462311194,0.4801000710692615
1,1,1,1,64,1,1,111.6,7099.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,5,0,1.1208862396390569,5.149304704425183,3.5879370203093734,4.399146164657671
1,0,1,1,62,1,1,24.25,1424.6,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.61016393289889,2.275760166041832,2.858556691545572,0.4968906430095452
0,0,0,1,3,1,1,64.5,177.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,3.4495944507422003,1.7184892257617694,1.042795413290269,2.773565443889759
0,1,0,0,56,1,0,110.5,6139.5,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,5,0,0.874975209659427,4.7555072996023915,3.1238280279737762,4.134672271113965
0,0,0,0,46,1,0,55.65,2688.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,2.450722856493879,1.9758573732591749,1.6555949256479783,1.060835765749099
0,0,1,1,8,1,0,54.65,482.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3.466461715518762,1.0727883740649353,1.0438473635062957,2.2247850805244593
1,1,0,0,30,1,1,74.75,2111.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,2,1.9858222136181862,2.6214355444982993,1.0704059609720442,2.590557842909586
0,0,1,1,45,1,1,25.9,1216.6,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,3,3.671715284603256,1.5900148683460213,2.4496949555944423,0.4887594075836491
0,0,0,1,1,1,1,79.35,79.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3.7825968210895233,1.4668494221079245,1.178221878792088,2.7822185931904313
0,0,1,1,11,0,0,50.55,565.35,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,3.282022647937277,1.5200408442568092,1.1449154784647706,2.330295957558515
0,0,1,0,7,1,1,75.15,496.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3.533967194799967,1.3000302250668085,0.9688656578852128,2.471909479139221
0,0,0,0,42,1,1,103.8,4327.5,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,1.0877481226980268,4.02926623217129,2.292465759169048,3.684430578878581
0,0,1,0,49,1,1,20.15,973.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.819769436611779,1.7739408850240324,2.671076135882445,0.5373010667327777
1,0,0,0,9,1,1,99.3,918.75,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,2,2.9488693646816784,2.5222238796310976,0.863433652914184,3.23289088861243
0,0,1,0,35,1,1,62.15,2215.45,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2.297096178338329,1.8287996766516692,0.9766721316706221,1.5551013401062013
0,0,1,1,48,1,0,20.65,1057.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.7954570135489782,1.7376665254152457,2.6372874068050023,0.5250530816400643
0,0,1,1,46,1,1,19.95,927.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3,3.8503851216696874,1.6606120255312968,2.6229855865747536,0.6017143755480688
1,0,1,0,29,0,0,33.75,1009.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3.4451423658903595,0.9659403982095482,1.7587264390959865,1.0603808493988445
1,0,1,1,30,1,0,82.05,2570.2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2.113122960711155,2.179194852063384,0.716070541671255,2.175015520754458
1,1,0,0,1,1,0,74.7,74.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,3.803149032674381,1.3225710437491147,1.1912852712054862,2.694311837708156
1,0,1,1,66,1,1,84.0,5714.25,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,5,0,0.6124465584712098,4.464731496293493,3.0671668271260875,3.56207630709974
0,0,0,0,65,1,1,111.05,7107.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,5,0,1.1192565032631607,5.160621086837409,3.6063278832963475,4.394075414230679
1,0,0,0,72,1,1,100.9,7459.05,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,4,0,1.0673715533526558,4.999730521043743,3.6219523266545077,4.050719983018494
0,0,0,0,12,1,1,78.95,927.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3.2774990432630235,1.4498108006758954,0.8041150326241356,2.3736899067768586
1,0,1,1,71,1,1,66.85,4748.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,1.1458340573957295,3.6505400067152998,2.6525529032518635,2.4027659917668998
1,0,0,0,5,1,0,21.05,113.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.569180964643075,0.6079900136678308,2.461215718898099,2.110518684991467
1,0,0,0,52,1,0,21.0,1107.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.759747248632741,1.8890715519360641,2.7059691858752415,0.4638955396321382
0,1,1,0,25,1,1,98.5,2514.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,4,2,1.934958876646625,3.0724705195318016,1.2205002851011473,3.198453219567279
1,0,0,0,1,1,0,20.2,20.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.686118069996987,0.6976945499032721,2.53429257709575,2.2790514977145064
0,0,1,1,1,1,0,19.45,19.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,4.698897967234351,0.7187904134901771,2.553903908263108,2.28280977112975
1,0,0,0,38,1,0,95.0,3605.6,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3,0,1.3476891746677258,3.045494492195993,1.3907178363792947,2.767609597552447
0,1,1,0,66,0,0,45.55,3027.25,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,3,1.965655703977008,3.0100830020416045,2.382167147120104,1.6545213019130718
1,0,1,0,68,1,1,110.0,7611.85,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,0,1.2846400116174008,5.331669085820723,3.817922102152206,4.515293240337746
1,0,0,0,5,0,0,24.3,100.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.518117875311035,0.5118093134987364,2.3779230189915106,2.1000633104608624
0,0,1,1,72,1,1,104.15,7303.05,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,4,0,1.0501540552214195,5.003138977829944,3.5945686448853253,4.071557118980665
0,0,0,0,32,0,0,30.15,927.65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3.4916273986822195,1.0836207965484943,1.8998220521078082,0.9490765757091877
1,0,0,0,43,1,0,94.35,3921.3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,1.4897451271180497,2.977775077663068,1.5724179547292407,2.542935212267105
1,0,1,1,72,1,0,19.4,1363.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,3,3.756697539339643,2.693469705962972,3.225884402835508,0.8901326201602774
1,0,1,0,55,1,1,96.75,5238.9,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0.6572327920560295,3.775263873765979,2.3405919340476404,3.055840115057551
0,0,0,0,52,1,0,57.95,3042.25,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3,0,1.6747192843366714,2.6696170263166072,1.7404867003542186,1.754919443609656
0,0,0,0,43,1,1,91.65,3954.1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,1.1200752488670596,3.1406090529215867,1.5869406761476623,2.6974752801712616
0,1,1,0,37,1,1,76.5,2868.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.7042549372593343,2.072646474767385,1.6096751710982722,1.8008740657892206
0,0,1,1,64,0,1,54.6,3423.5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,4,0,1.5211689602523872,3.3541541344951087,2.3927483033754213,2.249218726021897
1,0,1,1,3,1,0,89.85,248.4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3.3115677303160522,2.270588680842027,0.9521611821336451,3.209771372603322
0,0,0,0,36,0,0,31.05,1126.35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3.3744070448733545,1.2455319782693597,1.9201296488938535,0.7767447627305203
0,0,1,1,10,1,1,100.25,1064.65,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,2.8798936341437624,2.556136160444134,0.8559050452559528,3.2279303072129557
0,0,0,0,41,1,0,20.65,835.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,3,3.892236940803306,1.4607303963417133,2.5281121207095527,0.7312292273495277
1,0,1,1,27,1,1,85.2,2151.6,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,2.2861952542782986,2.1293809883849795,0.5371469135239665,2.2856489458457805
0,0,1,1,56,1,1,99.8,5515.45,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,0,0.6762791607159999,3.919503151601139,2.479895415398777,3.196075789481973
0,0,0,0,6,1,0,20.7,112.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.555660310500812,0.6098732729931657,2.461916212082117,2.074461207380617
1,0,0,0,3,1,1,74.4,229.55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.984884568923811,1.2507621188618168,1.5216875923031488,2.6113279217017893
0,0,1,1,7,1,0,50.7,350.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.7823051616007577,0.5709576489726236,1.3813376300235827,2.0957862052121743
0,0,1,1,4,1,0,20.85,62.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,4.60414814366315,0.6287453635950114,2.481207026432743,2.1563088185529242
1,0,0,0,33,1,1,88.95,3027.65,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3,2,1.6398643484781128,2.725319178685584,1.032016863980705,2.5950937020350278
0,1,0,0,27,1,1,78.05,2135.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2.6306850865338367,1.7713185312260402,0.8651219579012961,1.9578845035617747
1,0,1,0,72,1,1,23.55,1723.95,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3.595100646024744,2.6983048359704336,3.1442269071812725,0.8425376182370411
